,0,1,2,3,4,5,6,7,8,9,10,11,12
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027247956403269754,-0.0027247956403269754,-0.0027247956403269754,-0.0027247956403269754,0.0,-0.008174386920980926
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,-0.001557632398753894,0.001557632398753894,0.001557632398753894,0.0,0.0,0.0,0.001557632398753894,0.004672897196261682,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0016741071428571428,0.0011160714285714285,0.0,0.0005580357142857143,0.0,0.0005580357142857143,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0005656108597285068,0.0011312217194570137,0.0,0.0,0.0,0.0,-0.0005656108597285068,0.0,-0.0005656108597285068,0.0005656108597285068,0.0
144,0.0,-0.0003720238095238095,0.0003720238095238095,0.000744047619047619,0.0,0.0003720238095238095,0.0,0.0,0.0,0.0,0.000744047619047619,0.0011160714285714285,0.0
150,0.0,0.0,0.0014194464158978,0.0007097232079489,-0.0007097232079489,0.0007097232079489,0.0007097232079489,0.0,-0.0014194464158978,0.0,0.0,0.0007097232079489,-0.0007097232079489
151,0.0007336757153338225,-0.001467351430667645,0.0,0.0022010271460014674,-0.001467351430667645,0.0,0.0007336757153338225,0.0,0.0,0.0022010271460014674,0.0,0.0,0.0007336757153338225
152,0.0006591957811470006,0.0,0.0,0.0006591957811470006,0.0,0.0,0.0,0.003955174686882004,0.0,0.0,0.0,0.0,0.0
153,0.0,-0.0007558578987150416,0.0022675736961451248,-0.0007558578987150416,0.0,0.0007558578987150416,0.0,0.0007558578987150416,0.0,0.0030234315948601664,-0.0015117157974300832,0.0022675736961451248,-0.0007558578987150416
154,0.0,-0.0008841732979664014,0.0,0.0,-0.0008841732979664014,0.0,0.0,0.0008841732979664014,0.0008841732979664014,0.0,0.0,0.0017683465959328027,0.0
160,-0.002890173410404624,0.0,0.0,0.0,0.0,0.002890173410404624,0.0,0.0,0.0,0.0,-0.008670520231213872,0.008670520231213872,0.0
161,-0.005141388174807198,-0.002570694087403599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,-0.0029585798816568047,0.0,0.0,0.0,-0.0029585798816568047,0.005917159763313609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002570694087403599,0.0,0.0,-0.005141388174807198,0.0,0.0
168,0.0,0.0,0.0014461315979754157,0.0036153289949385392,-0.0007230657989877079,0.0007230657989877079,0.0,0.0014461315979754157,0.0007230657989877079,0.0,0.0,0.0007230657989877079,0.0
169,0.0,0.0,0.0,0.0024706609017912293,0.0,0.0,0.0,0.0,0.0006176652254478073,0.0,0.0,0.0,0.0
170,0.0,-0.002717391304347826,0.0,0.0009057971014492754,0.0,0.0009057971014492754,0.0,0.0,-0.0009057971014492754,0.0018115942028985507,0.0,0.0,0.0009057971014492754
171,0.0,0.0,0.0007363770250368188,0.0,-0.0007363770250368188,0.0,0.0,0.0029455081001472753,0.0007363770250368188,0.0,0.0,0.0,0.0
172,0.0,0.0,0.001430615164520744,0.001430615164520744,-0.001430615164520744,0.0,0.0,0.0,0.004291845493562232,0.0,-0.001430615164520744,0.0,0.0
183,0.0,0.0,0.0005042864346949068,0.0,0.0,0.0,0.0,0.0,0.0,0.002017145738779627,0.0,0.0005042864346949068,0.0
184,0.0,-0.0007733952049497294,0.0007733952049497294,0.0,0.0,0.0,0.0,0.0015467904098994587,0.0,0.0007733952049497294,0.0,0.0015467904098994587,0.0
185,0.0,0.0,0.0,0.0016778523489932886,0.0,0.0,0.0,0.0,0.0008389261744966443,0.0,0.0,0.0008389261744966443,0.0
187,0.0,0.0,0.0,0.0,0.0,0.0022935779816513763,0.0,0.0045871559633027525,0.0022935779816513763,0.0022935779816513763,-0.0022935779816513763,0.0,0.0
191,-0.0021598272138228943,-0.0021598272138228943,0.0,0.0064794816414686825,0.0,0.0,0.0,0.0,0.0,0.0064794816414686825,-0.0021598272138228943,0.0064794816414686825,0.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,-0.0040650406504065045,0.0,0.0,0.0,0.0,0.0040650406504065045,0.0,0.0,-0.0040650406504065045,0.0,-0.008130081300813009,0.0,0.0
223,0.0,0.0,0.0,0.0019157088122605363,0.0019157088122605363,0.0019157088122605363,0.0,0.0,-0.0019157088122605363,0.011494252873563218,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002688172043010753,0.0,0.0
245,0.0,0.0,0.0,0.0,-0.0024154589371980675,0.0,0.0,0.0,-0.0024154589371980675,0.0,0.0,-0.0024154589371980675,0.0
247,0.0,0.0,0.0,0.0,0.0,0.0019455252918287938,0.0,0.0,-0.0019455252918287938,0.0038910505836575876,0.0,0.0019455252918287938,0.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,0.0,0.0,0.0,0.0011627906976744186,0.0,0.0,0.0,0.0005813953488372093,0.0,-0.0005813953488372093,0.0,0.0,0.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,-0.003616636528028933,0.0,0.0,0.0018083182640144665,0.0,0.003616636528028933,0.0,0.0,-0.003616636528028933,0.0,0.007233273056057866,0.0018083182640144665,0.0
264,0.0,0.0,0.001838235294117647,0.0,0.0,0.001838235294117647,0.0,0.0,-0.007352941176470588,0.0,0.001838235294117647,0.001838235294117647,0.0
266,0.0,0.0,0.0013623978201634877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004087193460490463,0.0,0.0
267,0.0016025641025641025,0.0,0.003205128205128205,0.0,-0.0016025641025641025,0.0,0.0,0.0,0.0,0.0,0.0016025641025641025,0.0016025641025641025,0.0
268,0.0,0.0,0.0006988120195667365,0.002795248078266946,0.0,0.0,0.0006988120195667365,0.0,0.0,0.0,0.0006988120195667365,0.0,0.0
269,0.0,-0.0038314176245210726,0.0,0.001277139208173691,0.0,0.0,0.0,-0.001277139208173691,-0.002554278416347382,0.006385696040868455,-0.002554278416347382,0.0,0.0
270,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.0,0.0,0.0,0.002044989775051125,0.002044989775051125,0.0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,0.0,-0.0031545741324921135,0.0,0.0031545741324921135,0.0,0.0,0.0031545741324921135,0.0,-0.006309148264984227,0.0,-0.006309148264984227,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003048780487804878,0.0
313,0.0,0.0,0.003067484662576687,0.0,0.0,0.003067484662576687,0.0,0.0,-0.003067484662576687,0.0,0.006134969325153374,0.0,-0.003067484662576687
356,-0.0009107468123861566,0.0,0.0018214936247723133,0.0009107468123861566,0.0,0.0009107468123861566,0.0,0.0,-0.0036429872495446266,0.0,0.0036429872495446266,0.0,0.0
357,0.0,0.0,0.0009699321047526673,0.0,0.0,0.0009699321047526673,0.002909796314258002,0.0,0.0,0.0,0.002909796314258002,0.0,0.0
362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,-0.0027548209366391185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008264462809917356,0.0,0.0,0.0027548209366391185
376,-0.005633802816901409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005633802816901409,0.0,-0.005633802816901409
377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,0.0,0.0,0.00267379679144385,0.0,0.0,0.0,0.0,-0.0053475935828877,-0.00267379679144385,0.0,0.0,0.008021390374331552,0.0
380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,-0.002881844380403458,0.0,0.002881844380403458,-0.002881844380403458,-0.002881844380403458,0.0,0.002881844380403458,0.0,0.0,0.0,0.002881844380403458,0.002881844380403458,-0.002881844380403458
382,0.0,-0.003246753246753247,0.003246753246753247,0.0,0.0,0.0,0.003246753246753247,0.0,0.0,0.006493506493506494,-0.003246753246753247,0.0,0.0
383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,0.0,0.0,0.0,0.0,-0.003003003003003003,0.0,0.003003003003003003,0.0,0.0,0.003003003003003003,0.003003003003003003,0.0,0.0
385,0.0,0.0,0.0,0.0,-0.0028328611898017,0.0,0.0,0.0,0.0,0.0,0.0,0.0028328611898017,0.0
386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,0.000585480093676815,0.0,0.00117096018735363,0.0,0.0,0.0,0.000585480093676815,0.000585480093676815,0.00117096018735363,0.0,0.000585480093676815,0.0,0.0
395,0.0,0.0,0.0007423904974016332,-0.0007423904974016332,-0.0007423904974016332,0.0,0.0,0.0022271714922048997,0.0014847809948032665,0.0,0.0,0.0007423904974016332,0.0007423904974016332
398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008936550491510277
399,0.0,0.0,0.0006756756756756757,0.0,-0.002027027027027027,0.0,0.0,0.0033783783783783786,0.0,0.0,0.0,0.0,0.0
400,0.0,0.0,0.0,0.0009900990099009901,0.0009900990099009901,0.0,0.0009900990099009901,0.0,-0.0009900990099009901,0.0019801980198019802,0.0009900990099009901,0.0019801980198019802,0.0
407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,-0.0022675736961451248,-0.0022675736961451248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045351473922902496,-0.011337868480725623,0.0,0.0
410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,-0.001321003963011889,0.0,0.0,0.001321003963011889,0.0,0.0,0.0,0.0,0.0,0.003963011889035667,0.0,0.0,0.0
437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,0.0,0.0,0.0,0.002840909090909091,-0.002840909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,0.0,0.0,0.0,-0.0026455026455026454,0.0,0.0,0.0,0.010582010582010581,0.0026455026455026454,0.0,0.0,0.0,0.0
441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.0
448,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.015,0.0,-0.005
449,0.0,-0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004291845493562232,0.0,0.0,0.0
450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,0.0,0.0,0.0,0.0,0.0,0.0,0.0012391573729863693,0.0,-0.0012391573729863693,0.0,0.0,0.0012391573729863693,0.0
453,-0.0015923566878980893,0.0,0.0,0.0,0.0,0.0015923566878980893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,0.0,0.0012106537530266344,0.002421307506053269,0.0,0.0,0.0012106537530266344,0.0,0.0,0.0,0.007263922518159807,-0.0012106537530266344,0.0,0.0012106537530266344
455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038314176245210726,0.0
456,0.0,0.0,0.003861003861003861,0.0,-0.007722007722007722,0.0,0.0,0.0,0.0,0.0,-0.003861003861003861,0.003861003861003861,0.0
457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004651162790697674,0.0,0.0,0.0,0.0
458,0.0,-0.008264462809917356,0.004132231404958678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004132231404958678,0.0,0.0
459,0.0,-0.004219409282700422,0.0,0.0,0.0,0.0,0.0,0.004219409282700422,0.0,0.0,0.0,0.0,0.0
460,0.0,0.0,0.0,0.0,0.0,0.0,0.00411522633744856,0.0,-0.00411522633744856,0.00823045267489712,0.0,0.00411522633744856,0.0
468,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005649717514124294,-0.005649717514124294,0.0
471,0.0,0.0,0.0,0.0,-0.0064516129032258064,0.0,0.0,0.0,-0.0064516129032258064,0.0064516129032258064,0.0,0.0,0.0
472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,0.0,-0.011049723756906077,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,-0.0055248618784530384,0.011049723756906077,0.0
476,-0.001652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001652892561983471,0.0,0.001652892561983471,0.0,0.0
477,0.0,0.0,0.001447178002894356,0.0,0.0,0.0,0.0,0.0,0.001447178002894356,0.0,0.001447178002894356,0.0,0.0
478,0.0,0.0,0.0010905125408942203,0.0010905125408942203,0.0,0.0,0.0,0.0,0.0,0.003271537622682661,0.0010905125408942203,0.0,0.0010905125408942203
485,0.0,0.0,0.0012300123001230013,0.0036900369003690036,0.0,0.0,0.0012300123001230013,0.0,0.0,0.0,0.0,0.0,0.0
486,0.0,0.0,0.002574002574002574,0.003861003861003861,-0.001287001287001287,0.0,0.0,0.002574002574002574,0.003861003861003861,0.0,0.0,0.001287001287001287,0.0
487,0.0,0.0,0.002717391304347826,0.004076086956521739,0.0,0.0,0.0,0.0,0.0,0.0,0.001358695652173913,0.001358695652173913,0.0
504,0.0,0.0,0.004484304932735426,0.0,0.0,0.0,0.0,-0.0014947683109118087,-0.0014947683109118087,0.0,0.0,0.0014947683109118087,0.0
505,0.0,0.0,0.003656307129798903,0.0,0.0,0.0,0.003656307129798903,0.0,0.0,0.0018281535648994515,0.0018281535648994515,0.0,0.0
506,0.0,-0.0010460251046025104,0.0031380753138075313,0.0010460251046025104,-0.0010460251046025104,0.0,0.0010460251046025104,0.0,0.0,0.0,0.0010460251046025104,0.0,0.0
507,0.0,0.0,0.0,0.0,0.0,0.0018248175182481751,0.0,0.0,0.0,0.0,-0.0072992700729927005,0.0,-0.0018248175182481751
508,0.0,0.0,0.002976190476190476,0.0,0.0,0.0,0.0,0.001488095238095238,0.0,0.0,0.0,0.002976190476190476,0.0
509,0.0,-0.001579778830963665,0.0,0.0,-0.001579778830963665,0.0,0.0,0.0,-0.004739336492890996,0.00631911532385466,-0.001579778830963665,-0.001579778830963665,0.0
513,0.0,0.0,-0.0014388489208633094,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014388489208633094,-0.0014388489208633094,0.0014388489208633094,0.0014388489208633094
514,0.0,0.0,0.001358695652173913,0.0,0.0,0.0,0.001358695652173913,0.0,0.0,0.001358695652173913,0.0,0.0,0.0
515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018050541516245488,0.0,0.0,0.0,0.0
516,-0.0035842293906810036,0.0,0.0,0.0,0.0,0.0,0.0035842293906810036,0.0,0.0,0.0,0.0035842293906810036,0.0017921146953405018,-0.0017921146953405018
517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017513134851138354,0.0,0.0
521,0.0012690355329949238,0.0,0.0,0.0038071065989847717,0.0,0.0,0.0,0.0,-0.0025380710659898475,0.0,-0.0012690355329949238,0.0,0.0
523,0.0,0.0,0.0,0.0,-0.0024813895781637717,0.0,0.0,0.0,0.0,0.0024813895781637717,0.0,0.0,0.0
524,0.0,0.0,0.0,0.002398081534772182,0.0,0.0,0.0,0.0,0.0,0.0,-0.002398081534772182,0.002398081534772182,0.0
525,-0.0027397260273972603,0.0,0.0027397260273972603,0.0,-0.0027397260273972603,0.0,0.0,0.0,0.0,0.0,-0.005479452054794521,0.005479452054794521,0.0
526,-0.0029411764705882353,0.0,0.0,0.0,-0.0058823529411764705,0.0,0.0,0.0,-0.0029411764705882353,0.0,0.0029411764705882353,0.0,0.0
527,0.0,0.0,0.0,0.0,-0.002785515320334262,0.0,0.0,0.0,-0.002785515320334262,0.002785515320334262,0.0,0.002785515320334262,0.0
533,0.0,0.0,0.002320185614849188,0.002320185614849188,0.0,0.0,0.0,0.0,-0.002320185614849188,0.0,-0.002320185614849188,0.002320185614849188,0.0
556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004830917874396135,0.0,-0.004830917874396135,0.0,0.0,0.0
558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,0.0,-0.03018867924528302,0.0,0.0037735849056603774,0.0,0.0,0.0,0.0,0.0,-0.0037735849056603774,-0.007547169811320755,0.0,0.0
575,0.0,-0.0033444816053511705,0.0,0.0,0.0,0.0,0.0,0.006688963210702341,0.0,0.016722408026755852,0.0,0.0,0.0
576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,-0.003389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.003389830508474576,0.003389830508474576,0.0
579,-0.0041841004184100415,0.0,0.0041841004184100415,0.0041841004184100415,0.0,0.0,0.0041841004184100415,0.0,0.0,0.0,0.0,0.0,0.0
585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,-0.0019646365422396855,0.0,0.0019646365422396855,0.0019646365422396855,0.0,0.0019646365422396855,0.0019646365422396855,0.0,0.0,0.0,0.003929273084479371,0.0,0.0
603,0.0,0.0,0.0,0.0020920502092050207,0.0,0.0020920502092050207,0.0,0.0,0.0,0.0,0.0,0.0020920502092050207,0.0
607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,0.0,-0.001463057790782736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001463057790782736,-0.001463057790782736,0.0,0.0
618,0.0014124293785310734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005649717514124294,0.0,0.0
619,0.0,0.0,0.0,0.0,-0.0017421602787456446,0.0,0.0,-0.0017421602787456446,-0.0017421602787456446,0.0,-0.0017421602787456446,0.0,0.0
620,-0.003656307129798903,0.0,0.0,0.0018281535648994515,-0.0018281535648994515,0.0,-0.0018281535648994515,0.0,-0.0018281535648994515,0.003656307129798903,0.0,0.0,-0.003656307129798903
621,0.0,0.0,0.00546448087431694,0.0,0.0,0.0,0.0,-0.0018214936247723133,-0.00546448087431694,0.0,-0.0018214936247723133,0.0,0.0
636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
