,0,1,2,3,4,5,6,7,8
3289,0.14285714285714285,1.0,0.7009345794392523,-0.5,1.0,0.7692307692307693,0.0,0.8095238095238095,0.6666666666666666
3593,-1.0,1.0,0.4117647058823529,-1.0,1.0,0.8947368421052632,0.05263157894736842,0.7431192660550459,-1.0
150,1.0,1.0,0.7241379310344828,-1.0,1.0,1.0,0.2,0.8,0.0
154,0.0,1.0,0.23076923076923078,0.0,0.0,1.0,-1.0,0.875,0.0
1772,0.2,1.0,0.7058823529411765,-0.5,1.0,0.8333333333333334,0.2777777777777778,0.9259259259259259,1.0
394,0.0,1.0,0.6923076923076923,0.0,1.0,1.0,0.23076923076923078,1.0,0.0
395,-1.0,1.0,0.23076923076923078,-1.0,0.0,0.6,0.0,1.0,1.0
3075,-1.0,1.0,0.4444444444444444,0.0,1.0,1.0,-1.0,0.75,1.0
3178,-1.0,1.0,0.6363636363636364,-1.0,1.0,0.7692307692307693,-0.7142857142857143,0.7777777777777778,1.0
3362,-0.3333333333333333,0.0,0.0,-0.6,0.6,0.0,-0.14285714285714285,0.8378378378378378,1.0
3125,1.0,1.0,0.7647058823529411,0.0,0.7777777777777778,0.8181818181818182,-1.0,0.8260869565217391,-1.0
3124,-1.0,1.0,-0.2,-1.0,1.0,1.0,-0.42857142857142855,0.7777777777777778,0.0
3330,0.0,1.0,0.5,0.0,1.0,1.0,0.4,0.6774193548387096,0.0
1738,-0.3333333333333333,0.8787878787878788,0.7037037037037037,-0.3333333333333333,1.0,1.0,-0.3953488372093023,0.9245283018867925,0.2
3079,0.5,1.0,0.8181818181818182,-0.5,1.0,0.7142857142857143,-0.5714285714285714,0.9272727272727272,0.8
1737,-0.2,1.0,0.5384615384615384,1.0,0.7777777777777778,1.0,-0.13043478260869565,0.8857142857142857,0.5
1909,-1.0,1.0,0.4838709677419355,0.0,1.0,1.0,0.0,0.5384615384615384,1.0
2057,-1.0,0.7777777777777778,0.3333333333333333,0.0,0.3333333333333333,0.0,-1.0,0.75,1.0
3308,-1.0,1.0,0.75,0.0,1.0,0.0,-1.0,0.7272727272727273,0.0
3341,0.0,1.0,0.5555555555555556,0.0,1.0,0.0,-1.0,1.0,0.0
1835,0.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.7142857142857143,0.0
3118,-1.0,0.3333333333333333,0.3333333333333333,-1.0,1.0,1.0,-0.058823529411764705,0.8823529411764706,0.25
3139,-1.0,1.0,0.6666666666666666,-1.0,1.0,1.0,-0.4117647058823529,0.8461538461538461,0.0
3081,-1.0,1.0,0.42857142857142855,1.0,1.0,1.0,-0.6666666666666666,0.8823529411764706,1.0
3016,0.0,1.0,0.3333333333333333,-1.0,1.0,1.0,-0.42857142857142855,1.0,1.0
3006,-1.0,0.0,-0.3333333333333333,-1.0,0.0,0.0,-0.3333333333333333,0.5,-1.0
3005,-1.0,1.0,0.38461538461538464,1.0,1.0,0.0,-0.5,0.45454545454545453,1.0
3467,-0.38461538461538464,1.0,0.6790123456790124,-1.0,1.0,0.8333333333333334,0.46534653465346537,0.7846153846153846,0.42857142857142855
3627,-0.6,1.0,0.7241379310344828,-0.5,0.0,0.9428571428571428,-0.23076923076923078,0.7543859649122807,0.3333333333333333
3020,-0.5,0.8333333333333334,0.8181818181818182,0.0,0.7142857142857143,0.7142857142857143,0.5384615384615384,0.5862068965517241,1.0
3521,0.0,1.0,0.5172413793103449,0.0,1.0,1.0,-0.14285714285714285,0.8529411764705882,0.25
3641,0.3333333333333333,1.0,0.5794871794871795,0.0,1.0,0.9591836734693877,-0.2631578947368421,0.6049382716049383,1.0
2976,-0.6,1.0,0.625,-1.0,1.0,1.0,-0.6666666666666666,0.8333333333333334,1.0
3115,-0.3333333333333333,1.0,0.5555555555555556,-1.0,0.7142857142857143,0.6666666666666666,-0.2,0.726027397260274,0.6
3505,0.5,1.0,0.8181818181818182,-0.3333333333333333,0.0,1.0,-0.4,0.7241379310344828,0.2
3337,-0.3333333333333333,0.9259259259259259,0.8378378378378378,-1.0,0.6,0.8,-0.13043478260869565,0.6363636363636364,1.0
3486,0.0,1.0,1.0,0.0,0.0,1.0,-0.3333333333333333,1.0,0.0
1000,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.45454545454545453,0.0
997,0.0,1.0,0.0,-1.0,1.0,0.0,-1.0,1.0,1.0
3587,-0.14285714285714285,1.0,0.7894736842105263,-1.0,1.0,0.8333333333333334,-0.1076923076923077,0.8095238095238095,0.5
3597,-0.29411764705882354,1.0,0.5862068965517241,-1.0,1.0,0.8571428571428571,-0.07692307692307693,0.9090909090909091,-0.3333333333333333
3367,0.0,1.0,0.75,-1.0,1.0,1.0,0.5,0.3684210526315789,0.0
3498,-0.14285714285714285,1.0,0.7473684210526316,-0.3333333333333333,1.0,0.9512195121951219,0.45454545454545453,0.4794520547945205,0.6
3309,-1.0,1.0,0.7894736842105263,0.0,1.0,1.0,0.42857142857142855,1.0,1.0
2210,-1.0,1.0,0.3333333333333333,-1.0,1.0,0.9047619047619048,-1.0,0.625,0.0
3188,-1.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.2631578947368421,1.0
1759,-1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,0.8,0.0
1740,0.0,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,1.0
3022,-1.0,0.0,0.3333333333333333,-1.0,1.0,1.0,-0.3333333333333333,0.5,1.0
223,-1.0,1.0,1.0,-1.0,1.0,0.3333333333333333,-1.0,1.0,0.0
1724,-0.3333333333333333,1.0,-0.5,0.0,1.0,1.0,-0.2,1.0,0.0
1060,0.0,1.0,0.0,0.0,1.0,0.0,-0.3333333333333333,0.6666666666666666,0.0
509,1.0,0.0,0.0,-1.0,1.0,1.0,0.0,0.5,0.0
619,0.0,1.0,1.0,-1.0,0.0,0.0,-0.3333333333333333,1.0,0.0
621,-1.0,1.0,1.0,-1.0,0.0,0.0,-0.6666666666666666,0.2,0.0
620,-0.6666666666666666,0.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,-0.5
618,1.0,1.0,-1.0,0.0,1.0,0.0,-0.8571428571428571,0.6923076923076923,1.0
3639,0.0,1.0,0.7142857142857143,-0.5,1.0,0.8775510204081632,-0.5294117647058824,0.8518518518518519,0.7777777777777778
3380,-0.3333333333333333,1.0,0.8333333333333334,-1.0,0.6666666666666666,0.8888888888888888,0.5,0.9545454545454546,1.0
3664,-0.3333333333333333,1.0,0.7222222222222222,-1.0,0.8181818181818182,1.0,0.08196721311475409,0.7647058823529411,0.75
3371,-0.5,0.9333333333333333,0.8,-1.0,1.0,0.8666666666666667,0.14705882352941177,0.7857142857142857,0.0
3674,0.2727272727272727,0.9619047619047619,0.6521739130434783,-1.0,1.0,0.9076923076923077,0.45454545454545453,0.7307692307692307,0.5
3034,-0.3333333333333333,1.0,0.6153846153846154,-1.0,1.0,1.0,0.41935483870967744,0.9230769230769231,1.0
2083,0.0,0.0,0.0,-1.0,1.0,0.0,-0.6,1.0,0.0
267,0.0,1.0,0.3333333333333333,-1.0,1.0,1.0,0.05263157894736842,0.6666666666666666,0.0
3083,-0.42857142857142855,1.0,0.4666666666666667,0.0,1.0,1.0,0.6060606060606061,0.926829268292683,0.42857142857142855
268,0.0,0.6666666666666666,0.6896551724137931,0.0,1.0,0.42857142857142855,0.6666666666666666,0.84,1.0
3229,-1.0,1.0,0.0,0.0,0.6666666666666666,1.0,0.6363636363636364,1.0,0.0
1896,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.8333333333333334,0.0
2101,1.0,1.0,0.6,-1.0,1.0,0.5,-0.7777777777777778,0.875,1.0
3230,-1.0,1.0,0.42857142857142855,-1.0,0.0,1.0,-1.0,0.7142857142857143,1.0
2056,-0.3333333333333333,1.0,0.3333333333333333,-1.0,1.0,1.0,1.0,1.0,-1.0
3673,0.0,1.0,0.5,-1.0,1.0,1.0,0.5238095238095238,0.9,0.0
3604,1.0,1.0,0.8666666666666667,0.0,1.0,0.5555555555555556,-0.6666666666666666,0.8,0.0
2054,-0.5,1.0,0.0,0.0,1.0,1.0,-0.6666666666666666,1.0,-1.0
506,-0.3333333333333333,1.0,1.0,-0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,1.0,-1.0
504,0.0,0.8571428571428571,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0
3236,1.0,1.0,1.0,1.0,0.0,1.0,-1.0,1.0,1.0
3623,-0.5,1.0,0.3488372093023256,1.0,1.0,0.9272727272727272,-0.5238095238095238,0.8367346938775511,0.3333333333333333
3624,-0.7142857142857143,1.0,-0.07692307692307693,-1.0,1.0,-0.5,-1.0,0.5555555555555556,-0.2
3235,-1.0,1.0,0.8095238095238095,-1.0,0.3333333333333333,0.0,-1.0,0.8333333333333334,1.0
3261,0.0,1.0,1.0,-1.0,1.0,1.0,-0.6666666666666666,1.0,-1.0
3262,0.0,1.0,1.0,-1.0,1.0,1.0,-0.5,0.5384615384615384,0.0
3237,1.0,1.0,0.6666666666666666,0.0,1.0,0.75,-1.0,0.42857142857142855,0.0
133,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.23076923076923078,0.7142857142857143,0.0
3243,0.6,1.0,0.7142857142857143,0.0,1.0,1.0,1.0,0.8125,0.6
3511,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0
3568,0.5,1.0,1.0,-1.0,1.0,0.6666666666666666,-0.4666666666666667,0.4,-1.0
3691,0.3333333333333333,1.0,0.5616438356164384,-0.5,1.0,1.0,-0.3333333333333333,0.75,0.8571428571428571
310,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.3333333333333333,0.0
313,-1.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,1.0,0.0
2070,1.0,1.0,0.3,-1.0,1.0,1.0,-0.6666666666666666,0.8461538461538461,0.0
3525,1.0,1.0,1.0,0.0,1.0,1.0,-0.6666666666666666,0.5789473684210527,1.0
1768,-0.3333333333333333,1.0,-0.25,0.0,1.0,0.0,0.0,0.3333333333333333,1.0
1769,1.0,1.0,-1.0,0.0,0.0,1.0,-0.6,0.7142857142857143,0.0
1770,0.0,1.0,-0.2,0.0,1.0,0.0,0.0,1.0,0.0
1756,0.0,0.0,-1.0,0.0,1.0,0.1111111111111111,-1.0,1.0,0.0
525,-1.0,1.0,-1.0,-1.0,0.0,0.0,-0.3333333333333333,1.0,0.0
1763,-0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.75,0.0
527,1.0,0.0,1.0,-1.0,1.0,1.0,-0.5,1.0,0.0
533,-1.0,0.3333333333333333,0.5,1.0,-1.0,1.0,-0.2,0.6,0.0
526,-0.3333333333333333,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0
476,-0.6363636363636364,1.0,-0.5,-1.0,0.0,1.0,1.0,0.14285714285714285,1.0
477,-1.0,1.0,1.0,0.0,0.0,0.0,0.2,1.0,1.0
3723,-1.0,0.9759036144578314,0.7543859649122807,-1.0,1.0,0.875,-0.125,0.8108108108108109,0.2
3688,0.6666666666666666,1.0,0.5,-1.0,1.0,0.9393939393939394,0.24444444444444444,0.8571428571428571,0.0
3520,0.06666666666666667,0.9518072289156626,0.6097560975609756,0.3333333333333333,1.0,0.9692307692307692,0.7090909090909091,0.8787878787878788,0.6
1848,0.0,0.8181818181818182,0.6,-1.0,1.0,1.0,-0.7777777777777778,0.3333333333333333,0.0
3689,1.0,1.0,0.7142857142857143,-0.5,1.0,0.9047619047619048,-0.2,0.65,1.0
2163,1.0,1.0,0.2,0.0,1.0,1.0,0.0,0.5714285714285714,0.0
3031,1.0,1.0,0.45454545454545453,-1.0,1.0,1.0,-1.0,0.8,0.3333333333333333
1739,-1.0,1.0,0.0,0.0,1.0,0.0,-0.3333333333333333,1.0,0.0
1780,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,0.7142857142857143,1.0
1781,0.0,0.0,0.2,0.0,1.0,1.0,-1.0,0.6666666666666666,1.0
1741,0.0,1.0,0.8333333333333334,0.0,1.0,1.0,-1.0,0.7142857142857143,1.0
3267,-1.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,0.6,0.0
1897,-0.8,1.0,0.125,-1.0,1.0,1.0,0.4117647058823529,0.8235294117647058,0.25
485,-1.0,1.0,0.9,0.0,1.0,1.0,-0.7142857142857143,0.5,1.0
1839,-0.14285714285714285,0.8888888888888888,0.42857142857142855,-1.0,1.0,1.0,-0.42857142857142855,0.5238095238095238,1.0
487,0.0,1.0,0.6842105263157895,0.0,0.0,1.0,-0.2,1.0,0.0
505,-1.0,1.0,-0.3333333333333333,1.0,1.0,1.0,0.0,0.3333333333333333,0.0
3189,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0
3468,-1.0,1.0,0.8,-1.0,1.0,1.0,0.3333333333333333,1.0,0.2
3331,0.0,1.0,0.5,-1.0,1.0,1.0,-0.4,0.7894736842105263,-1.0
3449,0.3333333333333333,1.0,0.3333333333333333,-1.0,1.0,1.0,0.15789473684210525,0.75,1.0
3329,-1.0,1.0,0.5,-1.0,0.0,1.0,-1.0,1.0,0.0
3739,-1.0,1.0,0.6842105263157895,-1.0,0.6666666666666666,0.7142857142857143,0.6923076923076923,0.9354838709677419,1.0
3653,0.3333333333333333,1.0,1.0,-0.3333333333333333,0.9523809523809523,0.8181818181818182,0.9047619047619048,0.8703703703703703,0.7142857142857143
2160,-1.0,0.75,-1.0,0.0,1.0,0.0,-1.0,0.8181818181818182,-1.0
2159,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.3333333333333333
2161,-0.3333333333333333,1.0,1.0,-1.0,1.0,0.0,-0.3333333333333333,0.4,-1.0
3296,0.0,1.0,0.0,-1.0,1.0,1.0,-1.0,0.8333333333333334,1.0
3455,-1.0,0.0,-0.2,-1.0,1.0,1.0,-0.7142857142857143,0.8,0.0
3456,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,1.0,1.0,1.0
3454,0.0,1.0,0.3333333333333333,0.0,-1.0,1.0,1.0,1.0,0.0
3453,1.0,1.0,0.6,0.0,0.0,1.0,1.0,0.6666666666666666,0.0
3425,-0.5,1.0,-0.6,-1.0,1.0,1.0,-0.6,0.0,0.0
1295,0.0,1.0,1.0,-1.0,1.0,1.0,-0.5,1.0,1.0
1287,-1.0,1.0,1.0,0.0,1.0,1.0,-1.0,0.6666666666666666,-1.0
1297,-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0
1294,-0.3333333333333333,0.0,-1.0,-1.0,0.0,1.0,-1.0,0.3333333333333333,0.0
2137,-1.0,1.0,0.6,0.0,0.0,0.6,-0.8888888888888888,0.25,-0.5
3479,0.0,0.0,0.5,-1.0,0.0,0.0,-1.0,1.0,1.0
3480,-1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.2,0.0
3722,0.2,0.92,0.5492957746478874,-0.6363636363636364,1.0,1.0,0.25,0.6,0.5
3752,0.0,1.0,0.3333333333333333,-1.0,1.0,1.0,0.0,1.0,0.0
3753,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
3756,0.3333333333333333,0.9,-1.0,-1.0,1.0,1.0,0.3333333333333333,1.0,0.0
3755,-1.0,1.0,0.0,0.0,1.0,1.0,0.6,1.0,0.0
3556,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,1.0,1.0
3754,0.0,0.0,0.5,0.0,1.0,0.0,-1.0,1.0,-1.0
3571,-0.3333333333333333,0.0,0.0,-1.0,1.0,1.0,0.5,-0.14285714285714285,0.0
1429,-1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1545,-1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,-1.0
3712,1.0,1.0,0.4666666666666667,-1.0,1.0,1.0,-0.09090909090909091,0.8461538461538461,0.6
3744,-0.3333333333333333,1.0,0.0,-1.0,1.0,1.0,-1.0,0.3333333333333333,0.0
3743,-1.0,1.0,0.0,-1.0,0.0,1.0,0.0,0.6,1.0
3742,-1.0,1.0,0.0,-1.0,0.0,0.0,-0.3333333333333333,0.7142857142857143,1.0
1971,-0.75,1.0,0.09090909090909091,-0.3333333333333333,1.0,0.0,-0.5,1.0,0.0
3751,1.0,1.0,0.7222222222222222,1.0,0.8333333333333334,0.8888888888888888,0.2413793103448276,0.78125,0.3333333333333333
1926,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,0.0
1925,1.0,1.0,0.0,0.0,1.0,0.0,0.2,1.0,1.0
1927,0.0,0.0,0.0,-1.0,1.0,1.0,-1.0,1.0,0.0
3209,-1.0,1.0,1.0,-1.0,1.0,1.0,-0.14285714285714285,1.0,1.0
3651,-0.5,1.0,0.78125,-1.0,1.0,0.8157894736842105,-0.6,0.8313253012048193,0.9444444444444444
1874,0.0,0.0,1.0,-1.0,0.0,1.0,0.2,0.4,0.0
1875,-1.0,1.0,1.0,0.0,1.0,1.0,0.3333333333333333,1.0,0.0
652,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
3532,-1.0,1.0,0.6,1.0,1.0,0.6923076923076923,0.1111111111111111,0.8461538461538461,1.0
3519,0.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0.5,1.0
3555,0.0,1.0,0.7142857142857143,-1.0,1.0,0.75,-0.25,0.5652173913043478,-0.3333333333333333
101,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3352,0.0,1.0,0.0,0.0,0.0,1.0,-0.5,1.0,0.0
1758,0.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0
84,0.0,0.3333333333333333,1.0,-1.0,1.0,-1.0,-1.0,1.0,0.0
82,0.0,1.0,0.0,0.0,1.0,1.0,-0.3333333333333333,1.0,-1.0
103,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.7142857142857143,0.0
102,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8571428571428571,1.0
105,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1914,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0
1916,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
1917,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0
3730,-0.7142857142857143,1.0,0.0,-1.0,0.0,1.0,0.2,0.42857142857142855,0.0
3731,0.0,1.0,0.7777777777777778,-1.0,1.0,0.3333333333333333,1.0,0.6,0.6666666666666666
3770,0.0,1.0,0.625,1.0,1.0,0.7575757575757576,-0.3333333333333333,0.8604651162790697,-1.0
3594,-0.6,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,-0.6,0.7333333333333333,-0.3333333333333333
3582,1.0,0.8571428571428571,0.4444444444444444,0.0,1.0,0.8181818181818182,-0.6,0.8787878787878788,-1.0
3564,-1.0,1.0,0.23076923076923078,0.0,0.0,0.8181818181818182,-0.7142857142857143,0.6363636363636364,0.3333333333333333
3590,-1.0,1.0,1.0,-1.0,0.0,1.0,-0.6,0.7777777777777778,1.0
3565,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0
3682,1.0,1.0,0.6438356164383562,-1.0,1.0,1.0,0.3333333333333333,0.875,1.0
3694,0.3333333333333333,1.0,0.391304347826087,0.0,1.0,0.8666666666666667,0.0,0.8260869565217391,1.0
1785,1.0,1.0,0.2,0.0,0.0,0.0,-1.0,0.6,0.0
1757,0.0,1.0,1.0,0.0,1.0,0.0,-0.8,1.0,-1.0
1829,0.0,1.0,1.0,0.0,0.0,0.0,-0.5,1.0,1.0
1830,-1.0,0.0,0.5,-1.0,1.0,0.0,-1.0,0.5,0.0
3815,0.0,1.0,0.9166666666666666,-1.0,1.0,0.9,-1.0,0.8,1.0
3740,-0.42857142857142855,1.0,0.18072289156626506,-1.0,1.0,0.7931034482758621,-0.1724137931034483,0.7857142857142857,-0.3333333333333333
3326,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
3249,1.0,1.0,1.0,0.0,1.0,1.0,-0.6666666666666666,0.6,0.0
3228,-1.0,0.3333333333333333,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0
3369,-0.2,1.0,0.625,-1.0,0.8666666666666667,1.0,0.3333333333333333,0.8125,-1.0
3536,1.0,1.0,0.4444444444444444,-1.0,1.0,1.0,-0.29411764705882354,0.7142857142857143,0.0
3381,-0.14285714285714285,1.0,0.3125,-1.0,1.0,1.0,-0.6666666666666666,0.625,1.0
3692,1.0,1.0,0.3333333333333333,1.0,0.7777777777777778,1.0,0.0,0.85,0.0
3368,1.0,1.0,0.8235294117647058,-1.0,1.0,1.0,-0.12,0.9565217391304348,1.0
153,1.0,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666,-0.8,0.6,-1.0
151,0.3333333333333333,1.0,0.36585365853658536,-0.6,1.0,1.0,-1.0,1.0,1.0
3766,0.0,0.84,0.6923076923076923,-0.75,1.0,1.0,-0.6666666666666666,0.9166666666666666,-1.0
3307,-1.0,1.0,0.7142857142857143,0.0,1.0,1.0,-1.0,1.0,0.0
3765,1.0,1.0,0.8125,-1.0,1.0,1.0,-0.5555555555555556,0.8,0.0
3567,-0.1111111111111111,0.9649122807017544,0.7777777777777778,0.0,1.0,0.9607843137254902,0.2727272727272727,0.96,1.0
3605,-0.5,1.0,0.2,0.0,1.0,0.3333333333333333,0.46875,0.9166666666666666,0.3333333333333333
3476,0.0,1.0,-0.3333333333333333,0.0,1.0,1.0,-0.23809523809523808,0.9215686274509803,1.0
3340,1.0,1.0,0.5789473684210527,0.0,1.0,0.8571428571428571,-0.2857142857142857,0.9428571428571428,1.0
3438,-1.0,1.0,0.5,-1.0,1.0,1.0,-0.23076923076923078,0.9130434782608695,0.0
264,-0.3333333333333333,1.0,0.5,0.0,1.0,1.0,0.06666666666666667,0.6666666666666666,1.0
3126,-0.5,1.0,1.0,0.0,0.0,1.0,-0.7333333333333333,0.7647058823529411,0.5
521,0.5,0.0,0.7777777777777778,-1.0,0.0,0.0,-0.75,0.6666666666666666,1.0
